PX%,발행시,6개월후,12개월후,18개월후,24개월후,30개월후,만기,PX,델타(발행시),델타(6개월),델타(12개월),델타(18개월),델타(24개월),델타(30개월),델타(만기),감마(발행시),감마(6개월),감마(12개월),감마(18개월),감마(24개월),감마(30개월),감마(만기),,발행시,6개월후,12개월후,18개월후,24개월후,30개월후,만기,발행시 VEGA,6개월후VEGA,12개월후VEGA,18개월후VEGA,24개월후VEGA,30개월후VEGA,만기VEGA
145%,101.41%,103.80%,106.11%,108.42%,110.72%,113.01%,113.80%,430.969,0.00%,0.00%,0.00%,-0.15%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.21%,0.00%,0.00%,0.00%,,1.01413,1.03795,1.06112,1.08425,1.10717,1.13012,1.138,-0.001%,0.000%,-0.001%,-0.001%,-0.001%,0.000%,0.000%
145%,101.41%,103.80%,106.11%,108.42%,110.72%,113.01%,113.80%,432.455,-0.15%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.21%,0.00%,0.00%,-0.21%,0.00%,0.00%,0.00%,,1.01413,1.03795,1.06111,1.08425,1.10716,1.13012,1.138,-0.001%,0.000%,0.000%,-0.001%,0.000%,0.000%,0.000%
146%,101.41%,103.80%,106.11%,108.42%,110.72%,113.01%,113.80%,433.941,-0.15%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.21%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01413,1.03795,1.06111,1.08425,1.10716,1.13012,1.138,-0.002%,0.000%,0.000%,-0.001%,0.000%,0.000%,0.000%
146%,101.41%,103.80%,106.11%,108.42%,110.72%,113.01%,113.80%,435.427,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.21%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01412,1.03795,1.06111,1.08425,1.10716,1.13012,1.138,-0.001%,0.000%,0.000%,-0.001%,0.000%,0.000%,0.000%
147%,101.41%,103.80%,106.11%,108.42%,110.72%,113.01%,113.80%,436.913,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01412,1.03795,1.06111,1.08425,1.10716,1.13012,1.138,-0.001%,0.000%,0.000%,-0.001%,0.000%,0.000%,0.000%
148%,101.41%,103.80%,106.11%,108.42%,110.72%,113.01%,113.80%,438.4,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.22%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01412,1.03795,1.06111,1.08425,1.10716,1.13012,1.138,-0.001%,0.000%,0.000%,-0.001%,0.000%,0.000%,0.000%
148%,101.41%,103.80%,106.11%,108.42%,110.72%,113.01%,113.80%,439.886,-0.15%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.22%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01412,1.03795,1.06111,1.08424,1.10716,1.13012,1.138,-0.001%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
149%,101.41%,103.80%,106.11%,108.42%,110.72%,113.01%,113.80%,441.372,-0.15%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.22%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01411,1.03795,1.06111,1.08424,1.10716,1.13012,1.138,-0.001%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
149%,101.41%,103.80%,106.11%,108.42%,110.72%,113.01%,113.80%,442.858,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.22%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01411,1.03795,1.06111,1.08424,1.10716,1.13012,1.138,-0.001%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
150%,101.41%,103.80%,106.11%,108.42%,110.72%,113.01%,113.80%,444.344,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.22%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01411,1.03795,1.06111,1.08424,1.10716,1.13012,1.138,-0.001%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
150%,101.41%,103.80%,106.11%,108.42%,110.72%,113.01%,113.80%,445.83,0.00%,-0.15%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.23%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01411,1.03795,1.06111,1.08424,1.10716,1.13012,1.138,-0.001%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
150%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,447.316,0.00%,-0.15%,0.00%,0.00%,0.00%,0.00%,0.00%,0.23%,-0.23%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01411,1.03795,1.06111,1.08424,1.10716,1.13012,1.138,-0.001%,-0.001%,0.000%,0.000%,0.000%,0.000%,0.000%
151%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,448.802,-0.15%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.23%,-0.23%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.0141,1.03795,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,-0.001%,0.000%,0.000%,0.000%,0.000%,0.000%
151%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,450.288,-0.15%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.23%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.0141,1.03795,1.06111,1.08424,1.10716,1.13012,1.138,-0.001%,-0.001%,0.000%,0.000%,0.000%,0.000%,0.000%
152%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,451.774,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.23%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.0141,1.03795,1.06111,1.08424,1.10716,1.13012,1.138,-0.001%,-0.001%,0.000%,0.000%,0.000%,0.000%,0.000%
153%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,453.261,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.0141,1.03795,1.06111,1.08424,1.10716,1.13012,1.138,-0.001%,-0.001%,0.000%,0.000%,0.000%,0.000%,0.000%
153%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,454.747,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.0141,1.03795,1.06111,1.08424,1.10716,1.13012,1.138,-0.001%,-0.001%,0.000%,0.000%,0.000%,0.000%,0.000%
154%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,456.233,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.0141,1.03795,1.06111,1.08424,1.10716,1.13012,1.138,-0.001%,-0.001%,0.000%,0.000%,0.000%,0.000%,0.000%
154%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,457.719,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01409,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
155%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,459.205,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01409,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
155%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,460.691,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.24%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01409,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
155%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,462.177,-0.16%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.24%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01409,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
156%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,463.663,-0.16%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.24%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01409,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,-0.001%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
156%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,465.149,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.24%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01409,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,-0.001%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
157%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,466.635,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01409,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,-0.001%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
158%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,468.122,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01409,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,-0.001%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
158%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,469.608,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01409,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,-0.001%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
159%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,471.094,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01409,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,-0.001%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
159%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,472.58,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01408,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
160%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,474.066,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01408,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
160%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,475.552,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01408,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
160%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,477.038,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01408,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
161%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,478.524,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01408,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
161%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,480.01,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01408,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
162%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,481.496,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01408,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
163%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,482.983,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01408,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
163%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,484.469,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01408,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
164%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,485.955,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01408,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
164%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,487.441,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01408,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
165%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,488.927,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01408,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
165%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,490.413,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01408,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
165%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,491.899,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01408,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
166%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,493.385,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01408,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
166%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,494.871,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.28%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01408,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
167%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,496.357,-0.17%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.28%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01408,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
168%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,497.844,-0.17%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.28%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01408,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,-0.001%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
168%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,499.33,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.28%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01408,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,-0.001%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
169%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,500.816,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01408,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,-0.001%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
169%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,502.302,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01408,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,-0.001%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
170%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,503.788,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01408,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,-0.001%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
170%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,505.274,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01408,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,-0.001%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
170%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,506.76,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01408,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,-0.001%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
171%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,508.246,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01408,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,-0.001%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
171%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,509.732,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
172%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,511.218,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
173%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,512.705,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
173%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,514.191,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
174%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,515.677,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
174%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,517.163,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
175%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,518.649,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
175%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,520.135,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
175%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,521.621,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
176%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,523.107,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
176%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,524.593,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
177%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,526.079,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
178%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,527.566,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
178%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,529.052,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
179%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,530.538,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
179%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,532.024,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
180%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,533.51,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
180%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,534.996,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
180%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,536.482,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
181%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,537.968,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
181%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,539.454,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
182%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,540.94,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
